betai,K,K_M
7.89596293832186,96740468.6529413,96740468.6529413
7.91138474093577,96738867.3933705,96738867.3933705
7.92680654354968,96737138.0065983,96737138.0065983
7.94222834616359,96735280.4865247,96735280.4865247
7.9576501487775,96733294.8265974,96733294.8265974
7.97307195139141,96731181.0198126,96731181.0198126
7.98849375400532,96728939.0587156,96728939.0587156
8.00391555661923,96726568.9353992,96726568.9353992
8.01933735923314,96724070.6415046,96724070.6415046
8.03475916184705,96721444.168221,96721444.168221
8.05018096446095,96718689.5062878,96718689.5062878
8.06560276707487,96715806.6459913,96715806.6459913
8.08102456968878,96712795.5771667,96712795.5771667
8.09644637230268,96709656.2891973,96709656.2891973
8.11186817491659,96706388.771017,96706388.771017
8.1272899775305,96702993.0111046,96702993.0111046
8.14271178014442,96699468.9974926,96699468.9974926
8.15813358275832,96695816.717758,96695816.717758
8.17355538537223,96692036.1590281,96692036.1590281
8.18897718798614,96688127.3079794,96688127.3079794
8.20439899060005,96684090.1508375,96684090.1508375
8.21982079321396,96679924.6733759,96679924.6733759
8.23524259582787,96675630.8609178,96675630.8609178
8.25066439844178,96671208.6983358,96671208.6983358
8.26608620105569,96666658.1700513,96666658.1700513
8.2815080036696,96661979.2600334,96661979.2600334
8.29692980628351,96657171.951804,96657171.951804
8.31235160889742,96652236.2284297,96652236.2284297
8.32777341151133,96647172.0725318,96647172.0725318
8.34319521412524,96641979.4662762,96641979.4662762
8.35861701673915,96636658.3913809,96636658.3913809
8.37403881935306,96631208.8291136,96631208.8291136
8.38946062196697,96625630.76029,96625630.76029
8.40488242458088,96619924.1652766,96619924.1652766
8.42030422719479,96614089.0239905,96614089.0239905
8.4357260298087,96608125.315897,96608125.315897
8.45114783242261,96602033.0200125,96602033.0200125
8.46656963503652,96595812.1149028,96595812.1149028
8.48199143765043,96589462.5786844,96589462.5786844
8.49741324026434,96582984.389024,96582984.389024
8.51283504287825,96576377.5231376,96576377.5231376
8.52825684549216,96569641.9577918,96569641.9577918
8.54367864810607,96562777.6693043,96562777.6693043
8.55910045071998,96555784.633544,96555784.633544
8.57452225333389,96548662.8259281,96548662.8259281
8.5899440559478,96541412.2214262,96541412.2214262
8.60536585856171,96534032.7945576,96534032.7945576
8.62078766117562,96526524.5193942,96526524.5193942
8.63620946378953,96518887.3695569,96518887.3695569
8.65163126640344,96511121.3182181,96511121.3182181
8.66705306901735,96503226.3381023,96503226.3381023
8.68247487163126,96495202.4014834,96495202.4014834
8.69789667424517,96487049.4801889,96487049.4801889
8.71331847685908,96478767.5455946,96478767.5455946
8.72874027947299,96470356.5686311,96470356.5686311
8.7441620820869,96461816.5197775,96461816.5197775
8.75958388470081,96453147.3690671,96453147.3690671
8.77500568731472,96444349.086084,96444349.086084
8.79042748992863,96435421.6399627,96435421.6399627
8.80584929254254,96426364.9993906,96426364.9993906
8.82127109515645,96417179.1326082,96417179.1326082
8.83669289777036,96407864.0074065,96407864.0074065
8.85211470038427,96398419.5911287,96398419.5911287
8.86753650299818,96388845.8506722,96388845.8506722
8.88295830561209,96379142.7524843,96379142.7524843
8.898380108226,96369310.2625653,96369310.2625653
8.91380191083991,96359348.3464691,96359348.3464691
8.92922371345382,96349256.9693021,96349256.9693021
8.94464551606773,96339036.0957209,96339036.0957209
8.96006731868164,96328685.6899385,96328685.6899385
8.97548912129555,96318205.7157179,96318205.7157179
8.99091092390946,96307596.1363771,96307596.1363771
9.00633272652337,96296856.9147852,175790784.029292
9.02175452913728,96285988.0133658,175854743.720801
9.03717633175119,96274989.3940956,175918361.588746
9.0525981343651,96263861.0185038,175981638.301888
9.06801993697901,96252602.847673,176044574.520015
9.08344173959292,96241214.8422402,176107170.894072
9.09886354220683,96229696.9623951,176169428.066304
9.11428534482074,96218049.167882,176231346.670396
9.12970714743465,96206271.417997,176292927.331597
9.14512895004856,96194363.6715915,176354170.666859
9.16055075266247,96182325.88707,176415077.284964
9.17597255527638,96170158.0223908,176475647.786646
9.19139435789029,96157860.0350674,176535882.764718
9.2068161605042,96145431.8821657,176595782.804193
9.22223796311811,96132873.520307,176655348.482399
9.23765976573202,96120184.9056653,176714580.369097
9.25308156834592,96107365.9939698,176773479.026598
9.26850337095984,96094416.7405042,176832045.009872
